symbol,name,fyers_symbol
LGHL,Laxmi Goldorna House Limited,NSE:LGHL-EQ
LIBAS,Libas Consumer Products Limited,NSE:LIBAS-EQ
LIBERTSHOE,Liberty Shoes Limited,NSE:LIBERTSHOE-EQ
LICHSGFIN,LIC Housing Finance Limited,NSE:LICHSGFIN-EQ
LICI,Life Insurance Corporation Of India,NSE:LICI-EQ
LIKHITHA,Likhitha Infrastructure Limited,NSE:LIKHITHA-EQ
LINC,Linc Limited,NSE:LINC-EQ
LINCOLN,Lincoln Pharmaceuticals Limited,NSE:LINCOLN-EQ
LINDEINDIA,Linde India Limited,NSE:LINDEINDIA-EQ
LKPSEC,LKP Securities Limited,NSE:LKPSEC-EQ
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,NSE:LLOYDSENGG-EQ
LLOYDSENT,Lloyds Enterprises Limited,NSE:LLOYDSENT-EQ
LLOYDSME,Lloyds Metals And Energy Limited,NSE:LLOYDSME-EQ
LMW,LMW Limited,NSE:LMW-EQ
LODHA,Lodha Developers Limited,NSE:LODHA-EQ
LOKESHMACH,Lokesh Machines Limited,NSE:LOKESHMACH-EQ
LORDSCHLO,Lords Chloro Alkali Limited,NSE:LORDSCHLO-EQ
LOTUSCHO,Lotus Chocolate Company Limited,NSE:LOTUSCHO-EQ
LOTUSEYE,Lotus Eye Hospital and Institute Limited,NSE:LOTUSEYE-EQ
LOVABLE,Lovable Lingerie Limited,NSE:LOVABLE-EQ
LOYALTEX,Loyal Textile Mills Limited,NSE:LOYALTEX-EQ
LPDC,Landmark Property Development Company Limited,NSE:LPDC-EQ
LT,Larsen & Toubro Limited,NSE:LT-EQ
LTF,L&T Finance Limited,NSE:LTF-EQ
LTFOODS,LT Foods Limited,NSE:LTFOODS-EQ
LTM,LTM Limited,NSE:LTM-EQ
LTTS,L&T Technology Services Limited,NSE:LTTS-EQ
LUMAXIND,Lumax Industries Limited,NSE:LUMAXIND-EQ
LUMAXTECH,Lumax Auto Technologies Limited,NSE:LUMAXTECH-EQ
LUMINO,Lumino Industries Limited,NSE:LUMINO-EQ
LUPIN,Lupin Limited,NSE:LUPIN-EQ
LUXIND,Lux Industries Limited,NSE:LUXIND-EQ
LXCHEM,Laxmi Organic Industries Limited,NSE:LXCHEM-EQ
M&M,Mahindra & Mahindra Limited,NSE:M&M-EQ
M&MFIN,Mahindra & Mahindra Financial Services Limited,NSE:M&MFIN-EQ
MAANALU,Maan Aluminium Limited,NSE:MAANALU-EQ
MACPOWER,Macpower CNC Machines Limited,NSE:MACPOWER-EQ
MADHAV,Madhav Marbles and Granites Limited,NSE:MADHAV-EQ
MADHAVIPL,Madhav Infra Projects Limited,NSE:MADHAVIPL-EQ
MADRASFERT,Madras Fertilizers Limited,NSE:MADRASFERT-EQ
MAFATIND,Mafatlal Industries Limited,NSE:MAFATIND-EQ
MAGADSUGAR,Magadh Sugar & Energy Limited,NSE:MAGADSUGAR-EQ
MAGNUM,Magnum Ventures Limited,NSE:MAGNUM-EQ
MAHABANK,Bank of Maharashtra,NSE:MAHABANK-EQ
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,NSE:MAHAPEXLTD-EQ
MAHEPC,Mahindra EPC Irrigation Limited,NSE:MAHEPC-EQ
MAHLIFE,Mahindra Lifespace Developers Limited,NSE:MAHLIFE-EQ
MAHLOG,Mahindra Logistics Limited,NSE:MAHLOG-EQ
MAHSCOOTER,Maharashtra Scooters Limited,NSE:MAHSCOOTER-EQ
MAHSEAMLES,Maharashtra Seamless Limited,NSE:MAHSEAMLES-EQ
MAITHANALL,Maithan Alloys Limited,NSE:MAITHANALL-EQ
MAKERSL,Makers Laboratories Limited,NSE:MAKERSL-EQ
MALLCOM,Mallcom (India) Limited,NSE:MALLCOM-EQ
MALUPAPER,Malu Paper Mills Limited,NSE:MALUPAPER-EQ
MAMATA,Mamata Machinery Limited,NSE:MAMATA-EQ
MANAKALUCO,Manaksia Aluminium Company Limited,NSE:MANAKALUCO-EQ
MANAKCOAT,Manaksia Coated Metals & Industries Limited,NSE:MANAKCOAT-EQ
MANAKSIA,Manaksia Limited,NSE:MANAKSIA-EQ
MANALIPETC,Manali Petrochemicals Limited,NSE:MANALIPETC-EQ
MANAPPURAM,Manappuram Finance Limited,NSE:MANAPPURAM-EQ
MANBA,Manba Finance Limited,NSE:MANBA-EQ
MANCREDIT,Mangal Credit and Fincorp Limited,NSE:MANCREDIT-EQ
MANGALAM,Mangalam Drugs And Organics Limited,NSE:MANGALAM-EQ
MANGLMCEM,Mangalam Cement Limited,NSE:MANGLMCEM-EQ
MANINDS,Man Industries (India) Limited,NSE:MANINDS-EQ
MANINFRA,Man Infraconstruction Limited,NSE:MANINFRA-EQ
MANIPALHOS,Manipal Health Enterprises Limited,NSE:MANIPALHOS-EQ
MANKIND,Mankind Pharma Limited,NSE:MANKIND-EQ
MANOMAY,Manomay Tex India Limited,NSE:MANOMAY-EQ
MANORAMA,Manorama Industries Limited,NSE:MANORAMA-EQ
MANORG,Mangalam Organics Limited,NSE:MANORG-EQ
MANYAVAR,Vedant Fashions Limited,NSE:MANYAVAR-EQ
MAPMYINDIA,C.E. Info Systems Limited,NSE:MAPMYINDIA-EQ
MARALOVER,Maral Overseas Limited,NSE:MARALOVER-EQ
MARATHON,Marathon Nextgen Realty Limited,NSE:MARATHON-EQ
MARICO,Marico Limited,NSE:MARICO-EQ
MARINE,Marine Electricals (India) Limited,NSE:MARINE-EQ
MARKOLINES,Markolines Pavement Technologies Limited,NSE:MARKOLINES-EQ
MARKSANS,Marksans Pharma Limited,NSE:MARKSANS-EQ
MARSONS,Marsons Limited,NSE:MARSONS-EQ
MARUTI,Maruti Suzuki India Limited,NSE:MARUTI-EQ
MASFIN,MAS Financial Services Limited,NSE:MASFIN-EQ
MASKINVEST,Mask Investments Limited,NSE:MASKINVEST-EQ
MASTEK,Mastek Limited,NSE:MASTEK-EQ
MASTERTR,Master Trust Limited,NSE:MASTERTR-EQ
MATRIMONY,Matrimony.Com Limited,NSE:MATRIMONY-EQ
MAWANASUG,Mawana Sugars Limited,NSE:MAWANASUG-EQ
MAXESTATES,Max Estates Limited,NSE:MAXESTATES-EQ
MAXHEALTH,Max Healthcare Institute Limited,NSE:MAXHEALTH-EQ
MAXIND,Max India Limited,NSE:MAXIND-EQ
MAYURUNIQ,Mayur Uniquoters Ltd,NSE:MAYURUNIQ-EQ
MAZDOCK,Mazagon Dock Shipbuilders Limited,NSE:MAZDOCK-EQ
MBAPL,Madhya Bharat Agro Products Limited,NSE:MBAPL-EQ
MBEL,M & B Engineering Limited,NSE:MBEL-EQ
MBLINFRA,MBL Infrastructure Limited,NSE:MBLINFRA-EQ
MCCHRLS-B,Mac Charles India Limited,NSE:MCCHRLS-B-EQ
MCL,M TEK COPPER LIMITED,NSE:MCL-EQ
MCLEODRUSS,Mcleod Russel India Limited,NSE:MCLEODRUSS-EQ
MCLOUD,Magellanic Cloud Limited,NSE:MCLOUD-EQ
MCX,Multi Commodity Exchange of India Limited,NSE:MCX-EQ
MEDANTA,Global Health Limited,NSE:MEDANTA-EQ
MEDIASSIST,Medi Assist Healthcare Services Limited,NSE:MEDIASSIST-EQ
MEDICAMEQ,Medicamen Biotech Limited,NSE:MEDICAMEQ-EQ
MEDICAPQ,Medi Caps Limited,NSE:MEDICAPQ-EQ
MEDICO,Medico Remedies Limited,NSE:MEDICO-EQ
MEDPLUS,Medplus Health Services Limited,NSE:MEDPLUS-EQ
MEESHO,Meesho Limited,NSE:MEESHO-EQ
MEGASTAR,Megastar Foods Limited,NSE:MEGASTAR-EQ
MEIL,Mangal Electrical Industries Limited,NSE:MEIL-EQ
MENNPIS,Menon Pistons Limited,NSE:MENNPIS-EQ
MERCANTILE,Mercantile Ventures Limited,NSE:MERCANTILE-EQ
MERCURYEV,Mercury Ev-Tech Limited,NSE:MERCURYEV-EQ
METROBRAND,Metro Brands Limited,NSE:METROBRAND-EQ
METROGLOBL,Metroglobal Limited,NSE:METROGLOBL-EQ
METROPOLIS,Metropolis Healthcare Limited,NSE:METROPOLIS-EQ
MFML,Mahalaxmi Fabric Mills Limited,NSE:MFML-EQ
MFSL,Max Financial Services Limited,NSE:MFSL-EQ
MGEL,Mangalam Global Enterprise Limited,NSE:MGEL-EQ
MGL,Mahanagar Gas Limited,NSE:MGL-EQ
MHRIL,Mahindra Holidays & Resorts India Limited,NSE:MHRIL-EQ
MIDHANI,Mishra Dhatu Nigam Limited,NSE:MIDHANI-EQ
MIDWESTLTD,Midwest Limited,NSE:MIDWESTLTD-EQ
MIIL,Meghna Infracon Infrastructure Limited,NSE:MIIL-EQ
MILKYMIST,Milky Mist Dairy Food Limited,NSE:MILKYMIST-EQ
MINDACORP,Minda Corporation Limited,NSE:MINDACORP-EQ
MINDTECK,Mindteck (India) Limited,NSE:MINDTECK-EQ
MIRZAINT,Mirza International Limited,NSE:MIRZAINT-EQ
MITCON,MITCON Consultancy & Engineering Services Limited,NSE:MITCON-EQ
MITTAL,Mittal Life Style Limited,NSE:MITTAL-EQ
MKEXIM,M.K. Exim (India) Limited,NSE:MKEXIM-EQ
MKPL,M K Proteins Limited,NSE:MKPL-EQ
MLKFOOD,Milkfood Limited,NSE:MLKFOOD-EQ
MMFL,MM Forgings Limited,NSE:MMFL-EQ
MMP,MMP Industries Limited,NSE:MMP-EQ
MMTC,MMTC Limited,NSE:MMTC-EQ
MMWL,Media Matrix Worldwide Limited,NSE:MMWL-EQ
MOBIKWIK,One Mobikwik Systems Limited,NSE:MOBIKWIK-EQ
MODINATUR,Modi Naturals Limited,NSE:MODINATUR-EQ
MODIRUBBER,Modi Rubber Limited,NSE:MODIRUBBER-EQ
MODIS,Modis Navnirman Limited,NSE:MODIS-EQ
MODISONLTD,MODISON LIMITED,NSE:MODISONLTD-EQ
MODTHREAD,Modern Threads (India) Limited,NSE:MODTHREAD-EQ
MOHITE,Mohite Industries Limited,NSE:MOHITE-EQ
MOHITIND,Mohit Industries Limited,NSE:MOHITIND-EQ
MOIL,MOIL Limited,NSE:MOIL-EQ
MOKSH,Moksh Ornaments Limited,NSE:MOKSH-EQ
MOL,Meghmani Organics Limited,NSE:MOL-EQ
MOLBIO,Molbio Diagnostics Limited,NSE:MOLBIO-EQ
MOLDTKPAC,Mold-Tek Packaging Limited,NSE:MOLDTKPAC-EQ
MONARCH,Monarch Networth Capital Limited,NSE:MONARCH-EQ
MONEYBOXX,Moneyboxx Finance Limited,NSE:MONEYBOXX-EQ
MONTECARLO,Monte Carlo Fashions Limited,NSE:MONTECARLO-EQ
MOREPENLAB,Morepen Laboratories Limited,NSE:MOREPENLAB-EQ
MOSCHIP,Moschip Technologies Limited,NSE:MOSCHIP-EQ
MOTHERSON,Samvardhana Motherson International Limited,NSE:MOTHERSON-EQ
MOTILALOFS,Motilal Oswal Financial Services Limited,NSE:MOTILALOFS-EQ
MOTISONS,Motisons Jewellers Limited,NSE:MOTISONS-EQ
MOTOGENFIN,The Motor & General Finance Limited,NSE:MOTOGENFIN-EQ
MPHASIS,MphasiS Limited,NSE:MPHASIS-EQ
MPSLTD,MPS Limited,NSE:MPSLTD-EQ
MRF,MRF Limited,NSE:MRF-EQ
MRPL,Mangalore Refinery and Petrochemicals Limited,NSE:MRPL-EQ
MSL,Mangalam Seeds Limited,NSE:MSL-EQ
MSPL,MSP Steel & Power Limited,NSE:MSPL-EQ
MSTCLTD,Mstc Limited,NSE:MSTCLTD-EQ
MSUMI,Motherson Sumi Wiring India Limited,NSE:MSUMI-EQ
MTNL,Mahanagar Telephone Nigam Limited,NSE:MTNL-EQ
MUFIN,Mufin Green Finance Limited,NSE:MUFIN-EQ
MUFTI,Credo Brands Marketing Limited,NSE:MUFTI-EQ
MUKANDLTD,Mukand Limited,NSE:MUKANDLTD-EQ
MUKESHB,Mukesh Babu Financial Services Limited,NSE:MUKESHB-EQ
MUKKA,Mukka Proteins Limited,NSE:MUKKA-EQ
MUNJALAU,Munjal Auto Industries Limited,NSE:MUNJALAU-EQ
MUNJALSHOW,Munjal Showa Limited,NSE:MUNJALSHOW-EQ
MURUDCERA,Murudeshwar Ceramics Limited,NSE:MURUDCERA-EQ
MUTHOOTCAP,Muthoot Capital Services Limited,NSE:MUTHOOTCAP-EQ
MUTHOOTFIN,Muthoot Finance Limited,NSE:MUTHOOTFIN-EQ
MUTHOOTMF,Muthoot Microfin Limited,NSE:MUTHOOTMF-EQ
MVELECTRO,MV Electrosystems Limited,NSE:MVELECTRO-EQ
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,NSE:MVGJL-EQ
MWL,Mangalam Worldwide Limited,NSE:MWL-EQ
NACLIND,NACL Industries Limited,NSE:NACLIND-EQ
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,NSE:NAGREEKCAP-EQ
NAGREEKEXP,Nagreeka Exports Limited,NSE:NAGREEKEXP-EQ
NAHARCAP,Nahar Capital and Financial Services Limited,NSE:NAHARCAP-EQ
NAHARINDUS,Nahar Industrial Enterprises Limited,NSE:NAHARINDUS-EQ
NAHARPOLY,Nahar Poly Films Limited,NSE:NAHARPOLY-EQ
NAHARSPING,Nahar Spinning Mills Limited,NSE:NAHARSPING-EQ
NAM-INDIA,Nippon Life India Asset Management Limited,NSE:NAM-INDIA-EQ
NARMADA,Narmada Agrobase Limited,NSE:NARMADA-EQ
NATCOPHARM,Natco Pharma Limited,NSE:NATCOPHARM-EQ
NATHBIOGEN,Nath Bio-Genes (India) Limited,NSE:NATHBIOGEN-EQ
NATIONALUM,National Aluminium Company Limited,NSE:NATIONALUM-EQ
NATIONSTD,National Standard (India) Limited,NSE:NATIONSTD-EQ
NAUKRI,Info Edge (India) Limited,NSE:NAUKRI-EQ
NAVA,NAVA LIMITED,NSE:NAVA-EQ
NAVINFLUOR,Navin Fluorine International Limited,NSE:NAVINFLUOR-EQ
NAVKARCORP,Navkar Corporation Limited,NSE:NAVKARCORP-EQ
NAVNETEDUL,Navneet Education Limited,NSE:NAVNETEDUL-EQ
NAZARA,Nazara Technologies Limited,NSE:NAZARA-EQ
NBCC,NBCC (India) Limited,NSE:NBCC-EQ
NBIFIN,N. B. I. Industrial Finance Company Limited,NSE:NBIFIN-EQ
NCC,NCC Limited,NSE:NCC-EQ
NCLIND,NCL Industries Limited,NSE:NCLIND-EQ
NDGL,Naga Dhunseri Group Limited,NSE:NDGL-EQ
NDL,Nandan Denim Limited,NSE:NDL-EQ
NDLVENTURE,NDL Ventures Limited,NSE:NDLVENTURE-EQ
NDRAUTO,Ndr Auto Components Limited,NSE:NDRAUTO-EQ
NDTV,New Delhi Television Limited,NSE:NDTV-EQ
NEAGI,Neelamalai Agro Industries Limited,NSE:NEAGI-EQ
NECLIFE,Nectar Lifesciences Limited,NSE:NECLIFE-EQ
NELCAST,Nelcast Limited,NSE:NELCAST-EQ
NELCO,NELCO Limited,NSE:NELCO-EQ
NEOGEN,Neogen Chemicals Limited,NSE:NEOGEN-EQ
NEPHROPLUS,Nephrocare Health Services Limited,NSE:NEPHROPLUS-EQ
NESCO,Nesco Limited,NSE:NESCO-EQ
NESTLEIND,Nestle India Limited,NSE:NESTLEIND-EQ
NETWEB,Netweb Technologies India Limited,NSE:NETWEB-EQ
NETWORK18,Network18 Media & Investments Limited,NSE:NETWORK18-EQ
NEULANDLAB,Neuland Laboratories Limited,NSE:NEULANDLAB-EQ
NEWGEN,Newgen Software Technologies Limited,NSE:NEWGEN-EQ
NEXTMEDIA,Next Mediaworks Limited,NSE:NEXTMEDIA-EQ
NFL,National Fertilizers Limited,NSE:NFL-EQ
NGIL,Nakoda Group of Industries Limited,NSE:NGIL-EQ
NGLFINE,NGL Fine-Chem Limited,NSE:NGLFINE-EQ
NH,Narayana Hrudayalaya Ltd.,NSE:NH-EQ
NHPC,NHPC Limited,NSE:NHPC-EQ
NIACL,The New India Assurance Company Limited,NSE:NIACL-EQ
NIBE,NIBE Limited,NSE:NIBE-EQ
NIBL,NRB Industrial Bearings Limited,NSE:NIBL-EQ
NICCOPAR,Nicco Parks & Resorts Limited,NSE:NICCOPAR-EQ
NIITLTD,NIIT Limited,NSE:NIITLTD-EQ
NIITMTS,NIIT Learning Systems Limited,NSE:NIITMTS-EQ
NILAINFRA,Nila Infrastructures Limited,NSE:NILAINFRA-EQ
NILASPACES,Nila Spaces Limited,NSE:NILASPACES-EQ
NILE,Nile Limited,NSE:NILE-EQ
NILKAMAL,Nilkamal Limited,NSE:NILKAMAL-EQ
NIMBSPROJ,Nimbus Projects Limited,NSE:NIMBSPROJ-EQ
NINSYS,NINtec Systems Limited,NSE:NINSYS-EQ
NIPPOBATRY,Indo-National Limited,NSE:NIPPOBATRY-EQ
NIRAJ,Niraj Cement Structurals Limited,NSE:NIRAJ-EQ
NIRLON,Nirlon Limited,NSE:NIRLON-EQ
NITCO,Nitco Limited,NSE:NITCO-EQ
NITINSPIN,Nitin Spinners Limited,NSE:NITINSPIN-EQ
NITIRAJ,Nitiraj Engineers Limited,NSE:NITIRAJ-EQ
NITTAGELA,Nitta Gelatin India Limited,NSE:NITTAGELA-EQ
NIVABUPA,Niva Bupa Health Insurance Company Limited,NSE:NIVABUPA-EQ
NKIND,NK Industries Limited,NSE:NKIND-EQ
NLCINDIA,NLC India Limited,NSE:NLCINDIA-EQ
NMDC,NMDC Limited,NSE:NMDC-EQ
NOCIL,NOCIL Limited,NSE:NOCIL-EQ
NOIDATOLL,Noida Toll Bridge Company Limited,NSE:NOIDATOLL-EQ
NORBTEAEXP,Norben Tea & Exports Limited,NSE:NORBTEAEXP-EQ
NORTHARC,Northern Arc Capital Limited,NSE:NORTHARC-EQ
NOVARTIND,Novartis India Limited,NSE:NOVARTIND-EQ
NPST,Network People Services Technologies Limited,NSE:NPST-EQ
NRAIL,N R Agarwal Industries Limited,NSE:NRAIL-EQ
NRBBEARING,NRB Bearing Limited,NSE:NRBBEARING-EQ
NSIL,Nalwa Sons Investments Limited,NSE:NSIL-EQ
NSLNISP,NMDC Steel Limited,NSE:NSLNISP-EQ
NTCIND,NTC Industries Limited,NSE:NTCIND-EQ
NTPC,NTPC Limited,NSE:NTPC-EQ
NTPCGREEN,NTPC Green Energy Limited,NSE:NTPCGREEN-EQ
NUCLEUS,Nucleus Software Exports Limited,NSE:NUCLEUS-EQ
NUVAMA,Nuvama Wealth Management Limited,NSE:NUVAMA-EQ
NUVOCO,Nuvoco Vistas Corporation Limited,NSE:NUVOCO-EQ
NYKAA,FSN E-Commerce Ventures Limited,NSE:NYKAA-EQ
OAL,Oriental Aromatics Limited,NSE:OAL-EQ
OBCL,OBCL Limited,NSE:OBCL-EQ
OBEROIRLTY,Oberoi Realty Limited,NSE:OBEROIRLTY-EQ
ODIGMA,Odigma Consultancy Solutions Limited,NSE:ODIGMA-EQ
ODYCORP,Odyssey Corporation Limited,NSE:ODYCORP-EQ
OFSS,Oracle Financial Services Software Limited,NSE:OFSS-EQ
OIL,Oil India Limited,NSE:OIL-EQ
OLAELEC,Ola Electric Mobility Limited,NSE:OLAELEC-EQ
OLECTRA,Olectra Greentech Limited,NSE:OLECTRA-EQ
OMAXAUTO,Omax Autos Limited,NSE:OMAXAUTO-EQ
OMAXE,Omaxe Limited,NSE:OMAXE-EQ
OMINFRAL,OM INFRA LIMITED,NSE:OMINFRAL-EQ
OMNI,Omnitech Engineering Limited,NSE:OMNI-EQ
OMPOWER,Om Power Transmission Limited,NSE:OMPOWER-EQ
ONEGLOBAL,One Global Service Provider Limited,NSE:ONEGLOBAL-EQ
ONEPOINT,One Point One Solutions Limited,NSE:ONEPOINT-EQ
ONESOURCE,Onesource Specialty Pharma Limited,NSE:ONESOURCE-EQ
ONGC,Oil & Natural Gas Corporation Limited,NSE:ONGC-EQ
ONIDA,Onida Electronics Limited,NSE:ONIDA-EQ
ONIXSOLAR,Onix Solar Energy Limited,NSE:ONIXSOLAR-EQ
ONWARDTEC,Onward Technologies Limited,NSE:ONWARDTEC-EQ
OPTIEMUS,Optiemus Infracom Limited,NSE:OPTIEMUS-EQ
OPTIFIN,Optimus Finance Limited,NSE:OPTIFIN-EQ
ORCHASP,Orchasp Limited,NSE:ORCHASP-EQ
ORCHPHARMA,Orchid Pharma Limited,NSE:ORCHPHARMA-EQ
ORICONENT,Oricon Enterprises Limited,NSE:ORICONENT-EQ
ORIENTALTL,Oriental Trimex Limited,NSE:ORIENTALTL-EQ
ORIENTBELL,Orient Bell Limited,NSE:ORIENTBELL-EQ
ORIENTCEM,Orient Cement Limited,NSE:ORIENTCEM-EQ
ORIENTCER,ORIENT CERATECH LIMITED,NSE:ORIENTCER-EQ
ORIENTELEC,Orient Electric Limited,NSE:ORIENTELEC-EQ
ORIENTHOT,Oriental Hotels Limited,NSE:ORIENTHOT-EQ
ORIENTPPR,Orient Paper & Industries Limited,NSE:ORIENTPPR-EQ
ORIENTTECH,Orient Technologies Limited,NSE:ORIENTTECH-EQ
ORIRAIL,Oriental Rail Infrastructure Limited,NSE:ORIRAIL-EQ
ORISSAMINE,The Orissa Minerals Development Company Limited,NSE:ORISSAMINE-EQ
ORKLAINDIA,Orkla India Limited,NSE:ORKLAINDIA-EQ
ORTINGLOBE,ORTIN GLOBAL LIMITED,NSE:ORTINGLOBE-EQ
OSWALAGRO,Oswal Agro Mills Limited,NSE:OSWALAGRO-EQ
OSWALGREEN,Oswal Greentech Limited,NSE:OSWALGREEN-EQ
OSWALPUMPS,Oswal Pumps Limited,NSE:OSWALPUMPS-EQ
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,NSE:OSWALSEEDS-EQ
PACEDIGITK,Pace Digitek Limited,NSE:PACEDIGITK-EQ
PACIFICI,Pacific Industries Limited,NSE:PACIFICI-EQ
PAGEIND,Page Industries Limited,NSE:PAGEIND-EQ
PAISALO,Paisalo Digital Limited,NSE:PAISALO-EQ
PAKKA,PAKKA LIMITED,NSE:PAKKA-EQ
PALASHSECU,Palash Securities Limited,NSE:PALASHSECU-EQ
PALREDTEC,Palred Technologies Limited,NSE:PALREDTEC-EQ
PANACEABIO,Panacea Biotec Limited,NSE:PANACEABIO-EQ
PANAMAPET,Panama Petrochem Limited,NSE:PANAMAPET-EQ
PANCHMAHQ,Panchmahal Steel Limited,NSE:PANCHMAHQ-EQ
PANORAMA,Panorama Studios International Limited,NSE:PANORAMA-EQ
PANSARI,Pansari Developers Limited,NSE:PANSARI-EQ
PARACABLES,Paramount Communications Limited,NSE:PARACABLES-EQ
PARADEEP,Paradeep Phosphates Limited,NSE:PARADEEP-EQ
PARAGMILK,Parag Milk Foods Limited,NSE:PARAGMILK-EQ
PARAS,Paras Defence and Space Technologies Limited,NSE:PARAS-EQ
PARASPETRO,Paras Petrofils Limited,NSE:PARASPETRO-EQ
PARKHOSPS,Park Medi World Limited,NSE:PARKHOSPS-EQ
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,NSE:PARKHOTELS-EQ
PARNAXLAB,Parnax Lab Limited,NSE:PARNAXLAB-EQ
PASHUPATI,Pashupati Cotspin Limited,NSE:PASHUPATI-EQ
PATANJALI,Patanjali Foods Limited,NSE:PATANJALI-EQ
PATELENG,Patel Engineering Limited,NSE:PATELENG-EQ
PATELRMART,Patel Retail Limited,NSE:PATELRMART-EQ
PAUSHAKLTD,Paushak Limited,NSE:PAUSHAKLTD-EQ
PAVNAIND,Pavna Industries Limited,NSE:PAVNAIND-EQ
PAYTM,One 97 Communications Limited,NSE:PAYTM-EQ
PBMPOLY,PBM Polytex Limited,NSE:PBMPOLY-EQ
PCBL,PCBL Chemical Limited,NSE:PCBL-EQ
PCJEWELLER,PC Jeweller Limited,NSE:PCJEWELLER-EQ
PDMJEPAPER,Pudumjee Paper Products Limited,NSE:PDMJEPAPER-EQ
PDSL,PDS Limited,NSE:PDSL-EQ
PEARLPOLY,Pearl Polymers Limited,NSE:PEARLPOLY-EQ
PENIND,Pennar Industries Limited,NSE:PENIND-EQ
PENINLAND,Peninsula Land Limited,NSE:PENINLAND-EQ
PERMAGN,Permanent Magnets Limited,NSE:PERMAGN-EQ
PERNIASPOP,Purple Style Labs Limited,NSE:PERNIASPOP-EQ
PERSISTENT,Persistent Systems Limited,NSE:PERSISTENT-EQ
PETRONET,Petronet LNG Limited,NSE:PETRONET-EQ
PFC,Power Finance Corporation Limited,NSE:PFC-EQ
PFIZER,Pfizer Limited,NSE:PFIZER-EQ
PFOCUS,Prime Focus Limited,NSE:PFOCUS-EQ
PFS,PTC India Financial Services Limited,NSE:PFS-EQ
PGEL,PG Electroplast Limited,NSE:PGEL-EQ
PGHH,Procter & Gamble Hygiene and Health Care Limited,NSE:PGHH-EQ
PGHL,Procter & Gamble Health Limited,NSE:PGHL-EQ
PGIL,Pearl Global Industries Limited,NSE:PGIL-EQ
PHOENIXLTD,The Phoenix Mills Limited,NSE:PHOENIXLTD-EQ
PHOENXINTL,Phoenix International Limited,NSE:PHOENXINTL-EQ
PICCADIL,Piccadily Agro Industries Limited,NSE:PICCADIL-EQ
PIDILITIND,Pidilite Industries Limited,NSE:PIDILITIND-EQ
PIGL,Power & Instrumentation (Gujarat) Limited,NSE:PIGL-EQ
PIIND,PI Industries Limited,NSE:PIIND-EQ
PILANIINVS,Pilani Investment and Industries Corporation Limited,NSE:PILANIINVS-EQ
PILITA,PIL ITALICA LIFESTYLE LIMITED,NSE:PILITA-EQ
PINELABS,Pine Labs Limited,NSE:PINELABS-EQ
PIONEEREMB,Pioneer Embroideries Limited,NSE:PIONEEREMB-EQ
PIRAMALFIN,Piramal Finance Limited,NSE:PIRAMALFIN-EQ
PITTIENG,Pitti Engineering Limited,NSE:PITTIENG-EQ
PIXTRANS,Pix Transmissions Limited,NSE:PIXTRANS-EQ
PKTEA,The Peria Karamalai Tea & Produce Company Limited,NSE:PKTEA-EQ
PLASTIBLEN,Plastiblends India Limited,NSE:PLASTIBLEN-EQ
PLATIND,Platinum Industries Limited,NSE:PLATIND-EQ
PLAZACABLE,Plaza Wires Limited,NSE:PLAZACABLE-EQ
PML,Paul Merchants Limited,NSE:PML-EQ
PNB,Punjab National Bank,NSE:PNB-EQ
PNBGILTS,PNB Gilts Limited,NSE:PNBGILTS-EQ
PNBHOUSING,PNB Housing Finance Limited,NSE:PNBHOUSING-EQ
PNC,Pritish Nandy Communications Limited,NSE:PNC-EQ
PNCINFRA,PNC Infratech Limited,NSE:PNCINFRA-EQ
PNGJL,P N Gadgil Jewellers Limited,NSE:PNGJL-EQ
PNGSREVA,PNGS Reva Diamond Jewellery Limited,NSE:PNGSREVA-EQ
POCL,Pondy Oxides & Chemicals Limited,NSE:POCL-EQ
PODDARMENT,Poddar Pigments Limited,NSE:PODDARMENT-EQ
POEL,POCL Enterprises Limited,NSE:POEL-EQ
POKARNA,Pokarna Limited,NSE:POKARNA-EQ
POLICYBZR,PB Fintech Limited,NSE:POLICYBZR-EQ
POLYCAB,Polycab India Limited,NSE:POLYCAB-EQ
POLYMED,Poly Medicure Limited,NSE:POLYMED-EQ
POLYPLEX,Polyplex Corporation Limited,NSE:POLYPLEX-EQ
POLYSPIN,Polyspin Exports Limited,NSE:POLYSPIN-EQ
PONNIERODE,Ponni Sugars (Erode) Limited,NSE:PONNIERODE-EQ
POONAWALLA,Poonawalla Fincorp Limited,NSE:POONAWALLA-EQ
POWERGRID,Power Grid Corporation of India Limited,NSE:POWERGRID-EQ
POWERICA,Powerica Limited,NSE:POWERICA-EQ
POWERINDIA,Hitachi Energy India Limited,NSE:POWERINDIA-EQ
POWERMECH,Power Mech Projects Limited,NSE:POWERMECH-EQ
PPLPHARMA,Piramal Pharma Limited,NSE:PPLPHARMA-EQ
PRABHA,Prabha Energy Limited,NSE:PRABHA-EQ
PRAENG,Prajay Engineers Syndicate Limited,NSE:PRAENG-EQ
