symbol,name,fyers_symbol
PRAJIND,Praj Industries Limited,BSE:PRAJIND-EQ
PRAKASH,Prakash Industries Limited,BSE:PRAKASH-EQ
PRAKASHSTL,Prakash Steelage Limited,BSE:PRAKASHSTL-EQ
PRAVEG,Praveg Limited,BSE:PRAVEG-EQ
PRAXIS,Praxis Home Retail Limited,BSE:PRAXIS-EQ
PRECAM,Precision Camshafts Limited,BSE:PRECAM-EQ
PRECOT,Precot Limited,BSE:PRECOT-EQ
PRECWIRE,Precision Wires India Limited,BSE:PRECWIRE-EQ
PREMCO,Premco Global Limited,BSE:PREMCO-EQ
PREMEXPLN,Premier Explosives Limited,BSE:PREMEXPLN-EQ
PREMIERENE,Premier Energies Limited,BSE:PREMIERENE-EQ
PREMIERPOL,Premier Polyfilm Limited,BSE:PREMIERPOL-EQ
PRESTIGE,Prestige Estates Projects Limited,BSE:PRESTIGE-EQ
PRICOLLTD,Pricol Limited,BSE:PRICOLLTD-EQ
PRIMESECU,Prime Securities Limited,BSE:PRIMESECU-EQ
PRIMO,Primo Chemicals Limited,BSE:PRIMO-EQ
PRINCEPIPE,Prince Pipes And Fittings Limited,BSE:PRINCEPIPE-EQ
PRISMX,Prismx Global Ventures Limited,BSE:PRISMX-EQ
PRIVISCL,Privi Speciality Chemicals Limited,BSE:PRIVISCL-EQ
PROSTARM,Prostarm Info Systems Limited,BSE:PROSTARM-EQ
PROTEAN,Protean eGov Technologies Limited,BSE:PROTEAN-EQ
PROZONER,Prozone Realty Limited,BSE:PROZONER-EQ
PRSMJOHNSN,Prism Johnson Limited,BSE:PRSMJOHNSN-EQ
PRUDENT,Prudent Corporate Advisory Services Limited,BSE:PRUDENT-EQ
PSB,Punjab & Sind Bank,BSE:PSB-EQ
PSPPROJECT,PSP Projects Limited,BSE:PSPPROJECT-EQ
PTC,PTC India Limited,BSE:PTC-EQ
PTCIL,PTC Industries Limited,BSE:PTCIL-EQ
PTL,PTL Enterprises Limited,BSE:PTL-EQ
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,BSE:PUNJABCHEM-EQ
PURVA,Puravankara Limited,BSE:PURVA-EQ
PVP,PVP Ventures Limited,BSE:PVP-EQ
PVRINOX,PVR INOX Limited,BSE:PVRINOX-EQ
PVSL,Popular Vehicles and Services Limited,BSE:PVSL-EQ
PWL,Physicswallah Limited,BSE:PWL-EQ
PYRAMID,Pyramid Technoplast Limited,BSE:PYRAMID-EQ
QPOWER,Quality Power Electrical Equipments Limited,BSE:QPOWER-EQ
QUADFUTURE,Quadrant Future Tek Limited,BSE:QUADFUTURE-EQ
QUESS,Quess Corp Limited,BSE:QUESS-EQ
QUICKHEAL,Quick Heal Technologies Limited,BSE:QUICKHEAL-EQ
QUINT,Quint Digital Limited,BSE:QUINT-EQ
RACE,Race Eco Chain Limited,BSE:RACE-EQ
RACLGEAR,RACL Geartech Limited,BSE:RACLGEAR-EQ
RADAAN,Radaan Mediaworks India Limited,BSE:RADAAN-EQ
RADHIKAJWE,Radhika Jeweltech Limited,BSE:RADHIKAJWE-EQ
RADIANTCMS,Radiant Cash Management Services Limited,BSE:RADIANTCMS-EQ
RADICO,Radico Khaitan Limited,BSE:RADICO-EQ
RADIOCITY,Music Broadcast Limited,BSE:RADIOCITY-EQ
RAILTEL,Railtel Corporation Of India Limited,BSE:RAILTEL-EQ
RAIN,Rain Industries Limited,BSE:RAIN-EQ
RAINBOW,Rainbow Childrens Medicare Limited,BSE:RAINBOW-EQ
RAJMET,Rajnandini Metal Limited,BSE:RAJMET-EQ
RAJPALAYAM,Rajapalayam Mills Limited,BSE:RAJPALAYAM-EQ
RAJRATAN,Rajratan Global Wire Limited,BSE:RAJRATAN-EQ
RAJSREESUG,Rajshree Sugars & Chemicals Limited,BSE:RAJSREESUG-EQ
RAJTV,Raj Television Network Limited,BSE:RAJTV-EQ
RALLIS,Rallis India Limited,BSE:RALLIS-EQ
RAMANEWS,Shree Rama Newsprint Limited,BSE:RAMANEWS-EQ
RAMAPHO,Rama Phosphates Limited,BSE:RAMAPHO-EQ
RAMBHAJO,Advit Jewels Limited,BSE:RAMBHAJO-EQ
RAMCOCEM,The Ramco Cements Limited,BSE:RAMCOCEM-EQ
RAMCOIND,Ramco Industries Limited,BSE:RAMCOIND-EQ
RAMCOSYS,Ramco Systems Limited,BSE:RAMCOSYS-EQ
RAMKY,Ramky Infrastructure Limited,BSE:RAMKY-EQ
RAMRAT,Ram Ratna Wires Limited,BSE:RAMRAT-EQ
RANASUG,Rana Sugars Limited,BSE:RANASUG-EQ
RANEHOLDIN,Rane Holdings Limited,BSE:RANEHOLDIN-EQ
RATEGAIN,Rategain Travel Technologies Limited,BSE:RATEGAIN-EQ
RATNAMANI,Ratnamani Metals & Tubes Limited,BSE:RATNAMANI-EQ
RATNAVEER,Ratnaveer Precision Engineering Limited,BSE:RATNAVEER-EQ
RAYMOND,Raymond Limited,BSE:RAYMOND-EQ
RAYMONDLSL,Raymond Lifestyle Limited,BSE:RAYMONDLSL-EQ
RAYMONDREL,Raymond Realty Limited,BSE:RAYMONDREL-EQ
RBA,Restaurant Brands Asia Limited,BSE:RBA-EQ
RBLBANK,RBL Bank Limited,BSE:RBLBANK-EQ
RCF,Rashtriya Chemicals and Fertilizers Limited,BSE:RCF-EQ
RECLTD,REC Limited,BSE:RECLTD-EQ
REDINGTON,Redington Limited,BSE:REDINGTON-EQ
REDTAPE,Redtape Limited,BSE:REDTAPE-EQ
REFEX,Refex Industries Limited,BSE:REFEX-EQ
REGAAL,Regaal Resources Limited,BSE:REGAAL-EQ
REGENCERAM,Regency Ceramics Limited,BSE:REGENCERAM-EQ
RELAXO,Relaxo Footwears Limited,BSE:RELAXO-EQ
RELCHEMQ,Reliance Chemotex Industries Limited,BSE:RELCHEMQ-EQ
RELIABLE,Reliable Data Services Limited,BSE:RELIABLE-EQ
RELIANCE,Reliance Industries Limited,BSE:RELIANCE-EQ
RELIGARE,Religare Enterprises Limited,BSE:RELIGARE-EQ
RELTD,Ravindra Energy Limited,BSE:RELTD-EQ
REMSONSIND,Remsons Industries Limited,BSE:REMSONSIND-EQ
RENUKA,Shree Renuka Sugars Limited,BSE:RENUKA-EQ
REPCOHOME,Repco Home Finance Limited,BSE:REPCOHOME-EQ
REPRO,Repro India Limited,BSE:REPRO-EQ
RESPONIND,Responsive Industries Limited,BSE:RESPONIND-EQ
RETAIL,JHS Svendgaard Retail Ventures Limited,BSE:RETAIL-EQ
RGL,Renaissance Global Limited,BSE:RGL-EQ
RHETAN,Rhetan TMT Limited,BSE:RHETAN-EQ
RHIM,RHI MAGNESITA INDIA LIMITED,BSE:RHIM-EQ
RHL,Robust Hotels Limited,BSE:RHL-EQ
RICOAUTO,Rico Auto Industries Limited,BSE:RICOAUTO-EQ
RIIL,Reliance Industrial Infrastructure Limited,BSE:RIIL-EQ
RIR,RIR Power Electronics Limited,BSE:RIR-EQ
RISHABH,Rishabh Instruments Limited,BSE:RISHABH-EQ
RITCO,Ritco Logistics Limited,BSE:RITCO-EQ
RITES,RITES Limited,BSE:RITES-EQ
RKDL,Ravi Kumar Distilleries Limited,BSE:RKDL-EQ
RKEC,RKEC Projects Limited,BSE:RKEC-EQ
RKFORGE,Ramkrishna Forgings Limited,BSE:RKFORGE-EQ
RKSWAMY,R K Swamy Limited,BSE:RKSWAMY-EQ
RMC,RMC Switchgears Limited,BSE:RMC-EQ
RML,Rane (Madras) Limited,BSE:RML-EQ
ROHLTD,Royal Orchid Hotels Limited,BSE:ROHLTD-EQ
ROLEXRINGS,Rolex Rings Limited,BSE:ROLEXRINGS-EQ
ROML,Raj Oil Mills Limited,BSE:ROML-EQ
ROSSARI,Rossari Biotech Limited,BSE:ROSSARI-EQ
ROSSELLIND,Rossell India Limited,BSE:ROSSELLIND-EQ
ROSSTECH,Rossell Techsys Limited,BSE:ROSSTECH-EQ
ROTO,Roto Pumps Limited,BSE:ROTO-EQ
ROUTE,ROUTE MOBILE LIMITED,BSE:ROUTE-EQ
RPEL,Raghav Productivity Enhancers Limited,BSE:RPEL-EQ
RPGLIFE,RPG Life Sciences Limited,BSE:RPGLIFE-EQ
RPOWER,Reliance Power Limited,BSE:RPOWER-EQ
RPPINFRA,R.P.P. Infra Projects Limited,BSE:RPPINFRA-EQ
RPSGVENT,RPSG VENTURES LIMITED,BSE:RPSGVENT-EQ
RPTECH,Rashi Peripherals Limited,BSE:RPTECH-EQ
RRECL,RDB Real Estate Constructions Limited,BSE:RRECL-EQ
RRIL,RRIL Limited,BSE:RRIL-EQ
RRKABEL,R R Kabel Limited,BSE:RRKABEL-EQ
RSL,Rajputana Stainless Limited,BSE:RSL-EQ
RSSOFTWARE,R. S. Software (India) Limited,BSE:RSSOFTWARE-EQ
RSYSTEMS,R Systems International Limited,BSE:RSYSTEMS-EQ
RTNINDIA,RattanIndia Enterprises Limited,BSE:RTNINDIA-EQ
RTNPOWER,RattanIndia Power Limited,BSE:RTNPOWER-EQ
RTSPOWR,RTS Power Corporation Limited,BSE:RTSPOWR-EQ
RUBFILA,Rubfila International Limited,BSE:RUBFILA-EQ
RUBICON,Rubicon Research Limited,BSE:RUBICON-EQ
RUBYMILLS,The Ruby Mills Limited,BSE:RUBYMILLS-EQ
RUCHINFRA,Ruchi Infrastructure Limited,BSE:RUCHINFRA-EQ
RUCHIRA,Ruchira Papers Limited,BSE:RUCHIRA-EQ
RUDRA,Rudra Global Infra Products Limited,BSE:RUDRA-EQ
RUPA,Rupa & Company Limited,BSE:RUPA-EQ
RUSHIL,Rushil Decor Limited,BSE:RUSHIL-EQ
RUSTOMJEE,Keystone Realtors Limited,BSE:RUSTOMJEE-EQ
RVHL,Ravinder Heights Limited,BSE:RVHL-EQ
RVNL,Rail Vikas Nigam Limited,BSE:RVNL-EQ
RVTH,Revathi Equipment India Limited,BSE:RVTH-EQ
S&SPOWER,S&S Power Switchgears Limited,BSE:S&SPOWER-EQ
SAATVIKGL,Saatvik Green Energy Limited,BSE:SAATVIKGL-EQ
SAB,SAB Industries Limited,BSE:SAB-EQ
SADBHAV,Sadbhav Engineering Limited,BSE:SADBHAV-EQ
SAFARI,Safari Industries (India) Limited,BSE:SAFARI-EQ
SAGARDEEP,Sagardeep Alloys Limited,BSE:SAGARDEEP-EQ
SAGCEM,Sagar Cements Limited,BSE:SAGCEM-EQ
SAGILITY,SAGILITY LIMITED,BSE:SAGILITY-EQ
SAHLIBHFI,Shalibhadra Finance Limited,BSE:SAHLIBHFI-EQ
SAHYADRI,Sahyadri Industries Limited,BSE:SAHYADRI-EQ
SAICAPI,Sai Capital Limited,BSE:SAICAPI-EQ
SAIL,Steel Authority of India Limited,BSE:SAIL-EQ
SAILIFE,Sai Life Sciences Limited,BSE:SAILIFE-EQ
SAIPARENT,Sai Parenterals Limited,BSE:SAIPARENT-EQ
SAKAR,Sakar Healthcare Limited,BSE:SAKAR-EQ
SAKHTISUG,Sakthi Sugars Limited,BSE:SAKHTISUG-EQ
SAKSOFT,Saksoft Limited,BSE:SAKSOFT-EQ
SAKUMA,Sakuma Exports Limited,BSE:SAKUMA-EQ
SALASAR,Salasar Techno Engineering Limited,BSE:SALASAR-EQ
SALONA,Salona Cotspin Limited,BSE:SALONA-EQ
SALSTEEL,S.A.L. Steel Limited,BSE:SALSTEEL-EQ
SALZERELEC,Salzer Electronics Limited,BSE:SALZERELEC-EQ
SAMBANDAM,Sambandam Spinning Mills Limited,BSE:SAMBANDAM-EQ
SAMBHAAV,Sambhaav Media Limited,BSE:SAMBHAAV-EQ
SAMBHV,Sambhv Steel Tubes Limited,BSE:SAMBHV-EQ
SAMHI,Samhi Hotels Limited,BSE:SAMHI-EQ
SAMMAANCAP,Sammaan Capital Limited,BSE:SAMMAANCAP-EQ
SAMPANN,Sampann Utpadan India Limited,BSE:SAMPANN-EQ
SANATHAN,Sanathan Textiles Limited,BSE:SANATHAN-EQ
SANDESH,The Sandesh Limited,BSE:SANDESH-EQ
SANDHAR,Sandhar Technologies Limited,BSE:SANDHAR-EQ
SANDUMA,Sandur Manganese & Iron Ores Limited,BSE:SANDUMA-EQ
SANGAMIND,Sangam (India) Limited,BSE:SANGAMIND-EQ
SANGHVIMOV,Sanghvi Movers Limited,BSE:SANGHVIMOV-EQ
SANOFI,Sanofi India Limited,BSE:SANOFI-EQ
SANOFICONR,Sanofi Consumer Healthcare India Limited,BSE:SANOFICONR-EQ
SANSERA,Sansera Engineering Limited,BSE:SANSERA-EQ
SANSTAR,Sanstar Limited,BSE:SANSTAR-EQ
SAPPHIRE,Sapphire Foods India Limited,BSE:SAPPHIRE-EQ
SAPPL,Shree Ajit Pulp & Paper Limited,BSE:SAPPL-EQ
SARDAEN,Sarda Energy & Minerals Limited,BSE:SARDAEN-EQ
SAREGAMA,Saregama India Limited,BSE:SAREGAMA-EQ
SARLAPOLY,Sarla Performance Fibers Limited,BSE:SARLAPOLY-EQ
SARVESHWAR,Sarveshwar Foods Limited,BSE:SARVESHWAR-EQ
SASKEN,Sasken Technologies Limited,BSE:SASKEN-EQ
SATIA,Satia Industries Limited,BSE:SATIA-EQ
SATIN,Satin Creditcare Network Limited,BSE:SATIN-EQ
SAURASHCEM,Saurashtra Cement Limited,BSE:SAURASHCEM-EQ
SAYAJIHOTL,Sayaji Hotels Limited,BSE:SAYAJIHOTL-EQ
SAYAJIIND,Sayaji Industries Limited,BSE:SAYAJIIND-EQ
SBC,SBC Exports Limited,BSE:SBC-EQ
SBCL,Shivalik Bimetal Controls Limited,BSE:SBCL-EQ
SBFC,SBFC Finance Limited,BSE:SBFC-EQ
SBGLP,Suratwwala Business Group Limited,BSE:SBGLP-EQ
SBICARD,SBI Cards and Payment Services Limited,BSE:SBICARD-EQ
SBIFUNDS,SBI Funds Management Limited,BSE:SBIFUNDS-EQ
SBILIFE,SBI Life Insurance Company Limited,BSE:SBILIFE-EQ
SBIN,State Bank of India,BSE:SBIN-EQ
SCHAEFFLER,Schaeffler India Limited,BSE:SCHAEFFLER-EQ
SCHAND,S Chand And Company Limited,BSE:SCHAND-EQ
SCHNEIDER,Schneider Electric Infrastructure Limited,BSE:SCHNEIDER-EQ
SCI,Shipping Corporation Of India Limited,BSE:SCI-EQ
SCILAL,Shipping Corporation of India Land and Assets Limited,BSE:SCILAL-EQ
SCODATUBES,Scoda Tubes Limited,BSE:SCODATUBES-EQ
SDBL,Som Distilleries & Breweries Limited,BSE:SDBL-EQ
SEAMECLTD,Seamec Limited,BSE:SEAMECLTD-EQ
SECMARK,SecMark Consultancy Limited,BSE:SECMARK-EQ
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,BSE:SECURKLOUD-EQ
SEDEMAC,SEDEMAC Mechatronics Limited,BSE:SEDEMAC-EQ
SEIL,Shanti Educational Initiatives Limited,BSE:SEIL-EQ
SEJALLTD,Sejal Glass Limited,BSE:SEJALLTD-EQ
SEKURITIND,Saint Gobain Sekurit India Limited,BSE:SEKURITIND-EQ
SELMC,SEL Manufacturing Company Limited,BSE:SELMC-EQ
SEMAC,Semac Construction Limited,BSE:SEMAC-EQ
SENCO,Senco Gold Limited,BSE:SENCO-EQ
SENORES,Senores Pharmaceuticals Limited,BSE:SENORES-EQ
SEPC,SEPC Limited,BSE:SEPC-EQ
SERVOTECH,Servotech Renewable Power System Limited,BSE:SERVOTECH-EQ
SESHAPAPER,Seshasayee Paper and Boards Limited,BSE:SESHAPAPER-EQ
SETL,Standard Engineering Technology Limited,BSE:SETL-EQ
SFL,Sheela Foam Limited,BSE:SFL-EQ
SGFIN,SG Finserve Limited,BSE:SGFIN-EQ
SGIL,Synergy Green Industries Limited,BSE:SGIL-EQ
SGL,STL Global Limited,BSE:SGL-EQ
SGLRES,SGL Resources Limited,BSE:SGLRES-EQ
SGMART,SG Mart Limited,BSE:SGMART-EQ
SGRL,Shree Ganesh Remedies Limited,BSE:SGRL-EQ
SHADOWFAX,Shadowfax Technologies Limited,BSE:SHADOWFAX-EQ
SHAH,Shah Metacorp Limited,BSE:SHAH-EQ
SHAILY,Shaily Engineering Plastics Limited,BSE:SHAILY-EQ
SHAKTIPUMP,Shakti Pumps (India) Limited,BSE:SHAKTIPUMP-EQ
SHALBY,Shalby Limited,BSE:SHALBY-EQ
SHANKARA,Shankara Building Products Limited,BSE:SHANKARA-EQ
SHANKESH,Shankesh Jewellers Limited,BSE:SHANKESH-EQ
SHANTI,Shanti Overseas (India) Limited,BSE:SHANTI-EQ
SHANTIGEAR,Shanthi Gears Limited,BSE:SHANTIGEAR-EQ
SHANTIGOLD,Shanti Gold International Limited,BSE:SHANTIGOLD-EQ
SHARDACROP,Sharda Cropchem Limited,BSE:SHARDACROP-EQ
SHARDAMOTR,Sharda Motor Industries Limited,BSE:SHARDAMOTR-EQ
SHAREINDIA,Share India Securities Limited,BSE:SHAREINDIA-EQ
SHBAJRG,Shri Bajrang Alliance Limited,BSE:SHBAJRG-EQ
SHERVANI,Shervani Industrial Syndicate Limited,BSE:SHERVANI-EQ
SHILCTECH,Shilchar Technologies Limited,BSE:SHILCTECH-EQ
SHILGRAVQ,Shilp Gravures Limited,BSE:SHILGRAVQ-EQ
SHILPAMED,Shilpa Medicare Limited,BSE:SHILPAMED-EQ
SHINDL,Sharat Industries Limited,BSE:SHINDL-EQ
SHIPROCKET,Shiprocket Limited,BSE:SHIPROCKET-EQ
SHIVAAGRO,Shiva Global Agro Industries Limited,BSE:SHIVAAGRO-EQ
SHIVACEM,Shiva Cement Limited,BSE:SHIVACEM-EQ
SHIVALIK,Shivalik Rasayan Limited,BSE:SHIVALIK-EQ
SHIVAMAUTO,Shivam Autotech Limited,BSE:SHIVAMAUTO-EQ
SHIVAMILLS,Shiva Mills Limited,BSE:SHIVAMILLS-EQ
SHIVATEX,Shiva Texyarn Limited,BSE:SHIVATEX-EQ
SHIVAUM,Shiv Aum Steels Limited,BSE:SHIVAUM-EQ
SHK,S H Kelkar and Company Limited,BSE:SHK-EQ
SHOPERSTOP,Shoppers Stop Limited,BSE:SHOPERSTOP-EQ
SHRADDHA,Shraddha Prime Projects Limited,BSE:SHRADDHA-EQ
SHRADHA,Shradha Realty Limited,BSE:SHRADHA-EQ
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,BSE:SHREDIGCEM-EQ
SHREECEM,SHREE CEMENT LIMITED,BSE:SHREECEM-EQ
SHREEJISPG,Shreeji Shipping Global Limited,BSE:SHREEJISPG-EQ
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,BSE:SHREEPUSHK-EQ
SHREERAMA,Shree Rama Multi-Tech Limited,BSE:SHREERAMA-EQ
SHREYANIND,Shreyans Industries Limited,BSE:SHREYANIND-EQ
SHRIKRISH,Shri Krishna Devcon Limited,BSE:SHRIKRISH-EQ
SHRINGARMS,Shringar House of Mangalsutra Limited,BSE:SHRINGARMS-EQ
SHRIPISTON,SPR Auto Technologies Limited,BSE:SHRIPISTON-EQ
SHRIRAMFIN,Shriram Finance Limited,BSE:SHRIRAMFIN-EQ
SHRIRAMPPS,Shriram Properties Limited,BSE:SHRIRAMPPS-EQ
SHRJAGP,Shri Jagdamba Polymers Limited,BSE:SHRJAGP-EQ
SHUKRAPHAR,Shukra Pharmaceuticals Limited,BSE:SHUKRAPHAR-EQ
SHYAMMETL,Shyam Metalics and Energy Limited,BSE:SHYAMMETL-EQ
SHYAMTEL,Shyam Telecom Limited,BSE:SHYAMTEL-EQ
SICAGEN,Sicagen India Limited,BSE:SICAGEN-EQ
SIEL,Superior Industrial Enterprises Limited,BSE:SIEL-EQ
SIEMENS,Siemens Limited,BSE:SIEMENS-EQ
SIGACHI,Sigachi Industries Limited,BSE:SIGACHI-EQ
SIGMA,Sigma Solve Limited,BSE:SIGMA-EQ
SIGNATURE,Signatureglobal (India) Limited,BSE:SIGNATURE-EQ
SIGNPOST,Signpost India Limited,BSE:SIGNPOST-EQ
SIKA,Sika Interplant Systems Limited,BSE:SIKA-EQ
SIL,Standard Industries Limited,BSE:SIL-EQ
SILGO,Silgo Retail Limited,BSE:SILGO-EQ
SILINV,SIL Investments Limited,BSE:SILINV-EQ
SILLYMONKS,Silly Monks Entertainment Limited,BSE:SILLYMONKS-EQ
SILVERTUC,Silver Touch Technologies Limited,BSE:SILVERTUC-EQ
SIMPLEXINF,Simplex Infrastructures Limited,BSE:SIMPLEXINF-EQ
SIMPLXREA,Simplex Realty Limited,BSE:SIMPLXREA-EQ
SINCLAIR,Sinclairs Hotels Limited,BSE:SINCLAIR-EQ
SINDHUTRAD,Sindhu Trade Links Limited,BSE:SINDHUTRAD-EQ
SINGERIND,Singer India Limited,BSE:SINGERIND-EQ
SINTERCOM,Sintercom India Limited,BSE:SINTERCOM-EQ
SIRCA,Sirca Paints India Limited,BSE:SIRCA-EQ
SIS,SIS LIMITED,BSE:SIS-EQ
SIYSIL,Siyaram Silk Mills Limited,BSE:SIYSIL-EQ
SJS,S.J.S. Enterprises Limited,BSE:SJS-EQ
SJVN,SJVN Limited,BSE:SJVN-EQ
SKFINDIA,SKF India Limited,BSE:SKFINDIA-EQ
SKFINDUS,SKF India (Industrial) Limited,BSE:SKFINDUS-EQ
SKIPPER,Skipper Limited,BSE:SKIPPER-EQ
SKMEGGPROD,SKM Egg Products Export (India) Limited,BSE:SKMEGGPROD-EQ
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,BSE:SKYGOLD-EQ
SKYWAYS,Skyways Air Services Limited,BSE:SKYWAYS-EQ
SMARTWORKS,Smartworks Coworking Spaces Limited,BSE:SMARTWORKS-EQ
SMCGLOBAL,SMC Global Securities Limited,BSE:SMCGLOBAL-EQ
SMLMAH,SML Mahindra Limited,BSE:SMLMAH-EQ
SMLT,Sarthak Metals Limited,BSE:SMLT-EQ
SMSPHARMA,SMS Pharmaceuticals Limited,BSE:SMSPHARMA-EQ
SNOWMAN,Snowman Logistics Limited,BSE:SNOWMAN-EQ
SOBHA,Sobha Limited,BSE:SOBHA-EQ
SOFTTECH,Softtech Engineers Limited,BSE:SOFTTECH-EQ
SOLARA,Solara Active Pharma Sciences Limited,BSE:SOLARA-EQ
SOLARINDS,Solar Industries India Limited,BSE:SOLARINDS-EQ
SOLARWORLD,Solarworld Energy Solutions Limited,BSE:SOLARWORLD-EQ
SOLEX,Solex Energy Limited,BSE:SOLEX-EQ
SOMANYCERA,Somany Ceramics Limited,BSE:SOMANYCERA-EQ
SOMATEX,Soma Textiles & Industries Limited,BSE:SOMATEX-EQ
SOMICONVEY,Somi Conveyor Beltings Limited,BSE:SOMICONVEY-EQ
SONACOMS,Sona BLW Precision Forgings Limited,BSE:SONACOMS-EQ
SONAL,Sonal Mercantile Limited,BSE:SONAL-EQ
SONATSOFTW,Sonata Software Limited,BSE:SONATSOFTW-EQ
SOTL,Savita Oil Technologies Limited,BSE:SOTL-EQ
SOUTHBANK,The South Indian Bank Limited,BSE:SOUTHBANK-EQ
SOUTHWEST,South West Pinnacle Exploration Limited,BSE:SOUTHWEST-EQ
SPAL,S. P. Apparels Limited,BSE:SPAL-EQ
SPANDANA,Spandana Sphoorty Financial Limited,BSE:SPANDANA-EQ
SPARC,Sun Pharma Advanced Research Company Limited,BSE:SPARC-EQ
SPCENET,Spacenet Enterprises India Limited,BSE:SPCENET-EQ
SPELS,SPEL Semiconductor Limited,BSE:SPELS-EQ
SPENCERS,Spencer's Retail Limited,BSE:SPENCERS-EQ
SPIC,Southern Petrochemicals Industries Corporation  Limited,BSE:SPIC-EQ
SPLIL,SPL Industries Limited,BSE:SPLIL-EQ
SPLPETRO,Supreme Petrochem Limited,BSE:SPLPETRO-EQ
SPMLINFRA,SPML Infra Limited,BSE:SPMLINFRA-EQ
SPORTKING,Sportking India Limited,BSE:SPORTKING-EQ
SRD,Shankar Lal Rampal Dye-Chem Limited,BSE:SRD-EQ
SREEL,Sreeleathers Limited,BSE:SREEL-EQ
SRF,SRF Limited,BSE:SRF-EQ
SRGHFL,SRG Housing Finance Limited,BSE:SRGHFL-EQ
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,BSE:SRHHYPOLTD-EQ
SRM,SRM Contractors Limited,BSE:SRM-EQ
SRTL,Shree Ram Twistex Limited,BSE:SRTL-EQ
SSDL,Saraswati Saree Depot Limited,BSE:SSDL-EQ
SSWL,Steel Strips Wheels Limited,BSE:SSWL-EQ
STANLEY,Stanley Lifestyles Limited,BSE:STANLEY-EQ
STAR,Strides Pharma Science Limited,BSE:STAR-EQ
STARCEMENT,Star Cement Limited,BSE:STARCEMENT-EQ
STARHEALTH,Star Health and Allied Insurance Company Limited,BSE:STARHEALTH-EQ
STARPAPER,Star Paper Mills Limited,BSE:STARPAPER-EQ
STARTECK,Starteck Finance Limited,BSE:STARTECK-EQ
STCINDIA,The State Trading Corporation of India Limited,BSE:STCINDIA-EQ
STEELCAS,Steelcast Limited,BSE:STEELCAS-EQ
STEELCITY,Steel City Securities Limited,BSE:STEELCITY-EQ
STEELXIND,STEEL EXCHANGE INDIA LIMITED,BSE:STEELXIND-EQ
STEL,Stel Holdings Limited,BSE:STEL-EQ
STLNETWORK,STL Networks Limited,BSE:STLNETWORK-EQ
STLSTRINF,Steel Strips Infrastructures Limited,BSE:STLSTRINF-EQ
STOVEKRAFT,Stove Kraft Limited,BSE:STOVEKRAFT-EQ
STUDDS,Studds Accessories Limited,BSE:STUDDS-EQ
STYL,Seshaasai Technologies Limited,BSE:STYL-EQ
STYLAMIND,Stylam Industries Limited,BSE:STYLAMIND-EQ
STYLEBAAZA,Baazar Style Retail Limited,BSE:STYLEBAAZA-EQ
STYRENIX,Styrenix Performance Materials Limited,BSE:STYRENIX-EQ
SUBEXLTD,Subex Limited,BSE:SUBEXLTD-EQ
SUBROS,Subros Limited,BSE:SUBROS-EQ
SUDARCOLOR,Sudarshan Colorants India Limited,BSE:SUDARCOLOR-EQ
SUDARSCHEM,Sudarshan Chemical Industries Limited,BSE:SUDARSCHEM-EQ
SUDEEPPHRM,Sudeep Pharma Limited,BSE:SUDEEPPHRM-EQ
SUKHJITS,Sukhjit Starch & Chemicals Limited,BSE:SUKHJITS-EQ
SULA,Sula Vineyards Limited,BSE:SULA-EQ
SUMEDHA,Sumedha Fiscal Services Limited,BSE:SUMEDHA-EQ
SUMEETINDS,Sumeet Industries Limited,BSE:SUMEETINDS-EQ
SUMICHEM,Sumitomo Chemical India Limited,BSE:SUMICHEM-EQ
SUMIT,Sumit Woods Limited,BSE:SUMIT-EQ
SUMMITSEC,Summit Securities Limited,BSE:SUMMITSEC-EQ
SUNCLAY,Sundaram Clayton Limited,BSE:SUNCLAY-EQ
SUNDARAM,Sundaram Multi Pap Limited,BSE:SUNDARAM-EQ
SUNDARMFIN,Sundaram Finance Limited,BSE:SUNDARMFIN-EQ
SUNDRMFAST,Sundram Fasteners Limited,BSE:SUNDRMFAST-EQ
SUNDROP,Sundrop Brands Limited,BSE:SUNDROP-EQ
SUNFLAG,Sunflag Iron And Steel Company Limited,BSE:SUNFLAG-EQ
SUNLOC,Sunil Healthcare Limited,BSE:SUNLOC-EQ
SUNPHARMA,Sun Pharmaceutical Industries Limited,BSE:SUNPHARMA-EQ
SUNRAKSHAK,Sunrakshakk Industries India Limited,BSE:SUNRAKSHAK-EQ
SUNSHIEL,Sunshield Chemicals Limited,BSE:SUNSHIEL-EQ
SUNSHINE,Sunshine Pictures Limited,BSE:SUNSHINE-EQ
SUNTECK,Sunteck Realty Limited,BSE:SUNTECK-EQ
SUNTV,Sun TV Network Limited,BSE:SUNTV-EQ
SUPERHOUSE,Superhouse Limited,BSE:SUPERHOUSE-EQ
SUPRAJIT,Suprajit Engineering Limited,BSE:SUPRAJIT-EQ
SUPREME,Supreme Holdings & Hospitality (India) Limited,BSE:SUPREME-EQ
